basisofrecord,country,stateprovince,seq,institutioncode,collectioncode,catalognumber,scientificname,yearcollected,monthcollected,daycollected,collector,collectornumber,fieldnumber,county,locality,longitude,latitude,notes
PreservedSpecimen,Brasil,Bahia,905,UEFS,HUEFS,114604,Epiphyllum phyllanthus,2006,11,28,"Cardoso, D.",1442,,Anguera,Morro da Fazenda Retiro.,-39.183333,-12.183333,Epífita. Cladódio verde. Frutos imaturos verdes com sementes atropurpúreas.
PreservedSpecimen,Brasil,Bahia,906,UEFS,HUEFS,120215,Epiphyllum phyllanthus,2007,3,24,"Melo, E.",4654,,Feira de Santana,Fazenda Chapada - propriedade José Morais,-39.083056,-12.071944,"Erva grassa, cladódios achatados, epífitas. Flores passadas. Frutos jovens verdes."
PreservedSpecimen,Brasil,Bahia,907,UEFS,HUEFS,133513,Epiphyllum phyllanthus,2008,2,16,"Melo, E.",5429,,Feira de Santana,Fazenda da Chapada.,-39.082778,-12.072778,Epífita com ramos pendentes. Cladóidos plano. Flores passadas. Frutos verdes.
PreservedSpecimen,Brasil,Bahia,908,UEFS,HUEFS,138046,Epiphyllum phyllanthus,2008,7,12,"Melo, E.",5891,,Morro do Chapéu,Buracão ( Buraco da Duda).,-41.304444,-11.311667,"Erva epífita. Caule achatado, semi-crasso. Estéril. Coletada na borda da dolina."
PreservedSpecimen,Brasil,Bahia,909,UEFS,HUEFS,158269,Epiphyllum phyllanthus,2009,3,25,"Popovkin, A.V.",533,,Entre Rios,"Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.",-38.033333,-12.033333,Epiphyte. Fruti purple.
PreservedSpecimen,Brasil,Bahia,910,UEFS,HUEFS,195639,Epiphyllum phyllanthus,2013,4,9,"Queiroz, A.S.",4,,Feira de Santana,Fazenda Cruzeiro do Mocó.,-39.045833,-12.038889,Epífita. Cladódios armado verde. Perianto verde-esbranquiçado.
PreservedSpecimen,Brasil,Bahia,911,UEFS,HUEFS,22159,Epiphyllum phyllanthus,1996,1,27,"França, F.",1494,,Itatim,Morro das Tocas.,-39.7,-12.7,"Epifita sobre palmeira, cladodios achatados cilindricos na base. Fruto imaturo róseo com sementes pretas em placentas, gelatinosa branca."
PreservedSpecimen,Brasil,Bahia,912,UEFS,HUEFS,251730,Epiphyllum phyllanthus,2018,10,4,"Simon, M.F.",3495,,Formosa do Rio Preto,"ESEC Serra Geral do Tocantis. Beira do rio Sapão, 2 Km W do acampamento da Vila dos Prazeres",-46.096667,-10.093056,
PreservedSpecimen,Brasil,Minas Gerais,913,UEFS,HUEFS,88277,Epiphyllum phyllanthus,2004,3,6,"Forzza, R.C.",2957,,Descoberto,"Reserva Biológica da Represa do Grama, trilha principal partindo da casa de Seu Luiz.",-42.955,-21.965,
PreservedSpecimen,Brasil,Bahia,914,UEFS,HUEFS,95811,Epiphyllum phyllanthus,2005,5,19,"Couto, A.P.L.",85,,Feira de Santana,Distrito de Ipuaçu.,-39.076111,-12.067222,"Cladódio verde achatado. Tepálas interiores brancos e tépalas externas verdes, estigmas róseos. Fruto imaturos verde-amarronzados."
PreservedSpecimen,Brasil,Bahia,915,UEFS,HUEFS,84847,Espostoopsis dybowskii,2004,5,23,"Machado, M.",211,,Tanhaçu,"Sussuarana, Serra Escura, rupícola nos afloramentos de quartzo.",-41.104167,-14.103333,
PreservedSpecimen,Brasil,Bahia,916,UEFS,HUEFS,62559,Pereskia bahiensis,2001,3,30,"Jardim, J.G.",3221,,Caculé,"Ca. 4,7 km E da sede municipal, estrada que leva ? torre de televisão.",-42.199722,-14.195,"Arbusto ca. 3 m alt. Folhas crassas, verdes concolores. Frutos imaturos verdes."
PreservedSpecimen,Brasil,Bahia,917,UEFS,HUEFS,58387,Pereskia bahiensis,2001,7,3,"Bautista, H.P.",3256,,Novo Horizonte,2km de Novo Horizonte em direção ao Brejo Luiza de Brito.,-42.148056,-12.145556,"Árvore ca. 3m de altura. Folhas crassas, concolores. Flores ausentes. Frutos verdes."
PreservedSpecimen,Brasil,Bahia,918,UEFS,HUEFS,157194,Pereskia bahiensis,2009,10,25,"Melo, E.",6842,,Barra do Mendes,Povoado São Bento.,-42.136389,-11.144167,"Arbusto ca. 2-2,5 m alt., espinhos longos. Folhas semi-crassas. Flores rosadas."
PreservedSpecimen,Brasil,Rio de Janeiro,919,UEFS,HUEFS,80673,Pilosocereus brasiliensis,2004,2,15,"Jardim, J.G.",4235,,São Pedro da Aldeia,"Estrada para a região das Flecheiras, ca. 3,0km W da Rod. RJ 106; extremo N da Serra.",-42.133333,-22.133333,"Arborescente ramificado ca. 5,0m alt. Frutos imaturos verdes. Frequente na floresta e pastagem adjacente."
PreservedSpecimen,Brasil,Bahia,920,UEFS,HUEFS,118328,Facheiroa cephaliomelana,2007,4,11,"Queiroz, L.P.de",12830,,Coribe,"Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'água, a 24,4 Km S de São Félix do Coribe na estrada para Coribe.",-44.32,-13.319444,"Cacto colunar, ca. 3,0 m alt."
PreservedSpecimen,Brasil,Bahia,921,UEFS,HUEFS,62463,Facheiroa cephaliomelana,2001,4,14,"Jardim, J.G.",3486,,Serra do Ramalho,"Ca. 18 km da cidade, entarda pela agrovila 10.",-43.752222,-13.760556,"Herbácea ca. 1,0 m alt. Cladódios verdes. Estéril. Frequente sobre as rochas."
PreservedSpecimen,Brasil,Piauí,922,UEFS,HUEFS,188090,Facheiroa squamosa,2012,6,16,"Lima, V.V.F.",30,,Coronel José Dias,PARNA Serra da Capivara. Serra Baixão das Mulheres,-42.556111,-8.554722,
PreservedSpecimen,Brasil,Piauí,923,UEFS,HUEFS,188088,Facheiroa squamosa,2012,6,15,"Lima, V.V.F.",28,,Coronel José Dias,PARNA Serra da Capivara. Desfiladeiro da Capivara.,-42.4875,-8.497778,
PreservedSpecimen,Brasil,Piauí,924,UEFS,HUEFS,188093,Facheiroa squamosa,2012,6,15,"Lima, V.V.F.",24,,Coronel José Dias,Serrote da Sebastiana.,-42.418333,-8.418889,
PreservedSpecimen,Brasil,Bahia,925,UEFS,HUEFS,43689,Facheiroa squamosa,2000,2,12,"Queiroz, L.P.de",5942,,Riacho de Santana,"ca. 35,9 km E de Bom Jesus da Lapa na estrada para Caetité.",-43.1375,-13.145556,"Cacto arbustivo de ca. 2,5 m alt., candelabriforme, ramificado na base. Cladódio verde-claro com parênquima cortical amarelado e medula creme. Espinhos brancos, os do ápice do cladódio avermelhados. Botões rosados no ápice."
PreservedSpecimen,Brasil,Bahia,926,UEFS,HUEFS,65284,Facheiroa squamosa,2000,3,26,"Cavalcanti, G.",48,,Juazeiro,Serra Mulato.,-40.6775,-9.677778,
PreservedSpecimen,Brasil,Bahia,927,UEFS,HUEFS,78392,Facheiroa squamosa,2004,2,9,"Queiroz, L.P.de",9115,,Casa Nova,Ca. 5 km N de Pau a Pique na estrada para a BR (Casa Nova - Ramanso),-41.635833,-9.648611,"Cacto colunar, ramificado a até ca. 1,5 m alt., alaranjado ca. 3,5 m alt., cladódio verde-abacate. Flores com perimpelo verde, tépalas brancas verdes e distais púrpuras. Crescendo no topo do morro, no afloramento rochoso."
PreservedSpecimen,Brasil,Bahia,928,UEFS,HUEFS,62647,Facheiroa ulei,1996,6,24,"Guedes, M.L.S.",PCD3025,,Xique-Xique,Próximo a Xique-Xique.,-42.716667,-11.716667,
PreservedSpecimen,Brasil,Rio Grande do Sul,929,UEFS,HUEFS,135137,Frailea gracillima,2006,10,22,"Machado, M.",842,,,"Arroio Grande. From the entrance of Arroio Grande at the BR 116, drive north along the BR 116 for 15 Km.",-52.963056,-32.9625,
PreservedSpecimen,Brasil,Rio Grande do Sul,930,UEFS,HUEFS,104893,Frailea fulviseta,2005,11,14,"Machado, M.",566,,Alegrete,"ca. 7 km a sudooeste de Manoel Viana na RS-377, dobra-se ? esquerda em estrada de terra para Cerro do Tigre, após ca. 12 km existem dois morros em forma de meseta com topos planos e escarpas rochosas, o da esquerda tem uma ponte natural de pedra. Afloram",-55.391111,-29.383889,
PreservedSpecimen,Brasil,Rio Grande do Sul,931,UEFS,HUEFS,104898,Frailea cataphracta,2005,11,14,"Machado, M.",572,,São Francisco de Assis,"ca. 11.5 km a nordeste de Manoel Viana na RS-377, dobra-se ? esquerda (norte) em estrada de terra para São Francisco de Assis, após 26.3 km dobra-se ? esquerda em estrada de terra para Vila Kramer, após 2.3 km dobra-se ? direita entrando em estrada de fa",-55.119167,-29.131111,
PreservedSpecimen,Brasil,Rio Grande do Sul,932,UEFS,HUEFS,104868,Frailea buenekeri subsp. densispina,2005,11,9,"Machado, M.",541,,São Gabriel,"7 km a oeste de Bagé na BR-293, dobra-se ? direita em estrada de terra (RS-473). Após 71.5 km na RS-473 (ca. 4.4 km após passar por junção com estrada para Lavras do Sul, ou ca. 8.2 km após passar por junção com estrada para Ibaré), afloramentos de rocha",-54.14,-30.146111,
PreservedSpecimen,Brasil,Rio Grande do Sul,933,UEFS,HUEFS,104871,Frailea buenekeri subsp. densispina,2005,11,9,"Machado, M.",544,,São Gabriel,"5.5 km a leste de São Gabriel na BR-290, dobra-se ? direita (sul) em estrada de terra (RS-473) em direção a Bagé, após 40.6 km afloramentos de basalto ao leste da estrada.",-54.086667,-30.093611,
PreservedSpecimen,Brasil,Rio Grande do Sul,934,UEFS,HUEFS,104890,Frailea castanea,2005,11,13,"Machado, M.",563,,Quaraí,"BR-290 de Alegrete em direção a Uruguaiana, após 39 km junção com a RS-183, dobrar ? esquerda (sul) na RS-183, após 27.6 km lagedos rasos ? esquerda (leste) da estrada.",-56.048611,-30.049167,
PreservedSpecimen,Brasil,Rio Grande do Sul,935,UEFS,HUEFS,105036,Frailea castanea,2005,12,6,"Machado, M.",710,,Quaraí,"10.3 km ao norte de Quaraí na estrada para Passo da Guarda, afloramentos rochosos ao oeste da estrada.",-56.333056,-30.329167,
PreservedSpecimen,Brasil,Rio Grande do Sul,936,UEFS,HUEFS,105044,Frailea castanea,2005,12,7,"Machado, M.",718,,Santana do Livramento,"BR-293 de Santana do Livramento em direção a Quaraí, ca. 30.9 km da entrada oeste de Santana do Livramento (35.6 km da entrada leste de Santana do Livramento), dobra-se ? direita (norte) na estrada RS-183 para Passo da Guarda e Harmonia, após 7.2 km aflo",-55.826667,-30.821944,
PreservedSpecimen,Brasil,Rio Grande do Sul,937,UEFS,HUEFS,104980,Frailea gracillima,2005,11,29,"Machado, M.",654,,Pinheiro Machado,"BR-293, 13.6 km a leste da entrada de Pinheiro Machado em direção a Bagé (km 121 da BR-293), dobrar ? direita em estrada de terra para Torrinhas, após 28.4 km chega-se em Torrinhas, seguir na estrada, após 28.7 km há uma bifurcação, dobrar ? esquerda, af",-53.386389,-31.383333,
PreservedSpecimen,Brasil,Rio Grande do Sul,938,UEFS,HUEFS,104987,Frailea gracillima,2005,12,1,"Machado, M.",661,,Pinheiro Machado,"BR-293, 13.6 km a leste da entrada de Pinheiro Machado em direção a Bagé (km 121 da BR-293), dobrar ? direita em estrada de terra para Torrinhas, após 28.4 km chega-se em Torrinhas, seguir na estrada, após 22.1 km afloramento de granito em encosta de mor",-53.493889,-31.494444,
PreservedSpecimen,Brasil,Rio Grande do Sul,939,UEFS,HUEFS,135134,Frailea gracillima,2006,10,22,"Machado, M.",839,,,"From the entrance of Capão do Leão at the BR 293 drive west on the road BR 293 for 27Km, then turn right on unpaved road to Passo do Santana, after 8Km turn left in fork. After 5Km turn left on fork towards Vila Freire, after 2Km is Vila Freire, 1Km furt",-52.629167,-31.63,
PreservedSpecimen,Brasil,Rio Grande do Sul,940,UEFS,HUEFS,135214,Frailea gracillima,2003,10,28,"Machado, M.",869,,,"Butiá. Take the unpaved road opposite to the entrance of Minas do Leão on the BR-290, and drive south. After 7.8Km take right at fork. After 8Km take right at fork, driving towards Cerro do Roque. After 0.8Km take left at fork. After 0.4Km take left on t",-52.089444,-30.098889,
PreservedSpecimen,Brasil,Rio Grande do Sul,941,UEFS,HUEFS,104989,Frailea horstii,2005,12,1,"Machado, M.",663,,Pinheiro Machado,"BR-293, 13.6 km a leste da entrada de Pinheiro Machado em direção a Bagé (km 121 da BR-293), dobrar ? direita em estrada de terra para Torrinhas, após 28.4 km chega-se em Torrinhas, seguir na estrada, após 1.2 km (cerca de 300 m antes do cemitério) dobra",-53.530556,-31.5225,
PreservedSpecimen,Brasil,Rio Grande do Sul,942,UEFS,HUEFS,135149,Frailea horstii,2006,10,27,"Machado, M.",859,,,Encruzilhada do Sul on road RS 471 take a turn to right on unvaped road towards Pinheiros. After 3.4Km take left at fork. After 3.4Km take right at fork. After 12.4 take left at forrk. After 10Km take left at fork. After 1.9Km take left at fork. After 6.,-52.71,-30.7,
PreservedSpecimen,Brasil,Rio Grande do Sul,943,UEFS,HUEFS,104847,Frailea phaeodisca,2005,11,6,"Machado, M.",520,,Caçapava do Sul,"cerca de 15 km na estrada para Minas do Camaquã, contados a partir do entroncamento com a BR-153. Afloramento de arenito ao sul da estrada.",-53.497778,-30.495278,
PreservedSpecimen,Brasil,Rio Grande do Sul,944,UEFS,HUEFS,105034,Frailea phaeodisca,2005,12,6,"Machado, M.",708,,Santana do Livramento,"BR-293 de Santana do Livramento em direção a Quaraí, ca. 52.5 km da entrada oeste de Santana do Livramento (57.2 km da entrada leste de Santana do Livramento), afloramentos de granito ao sul da estrada.",-55.9825,-30.969444,
PreservedSpecimen,Brasil,Rio Grande do Sul,945,UEFS,HUEFS,104888,Frailea pumila,2005,11,13,"Machado, M.",561,,Quaraí,"BR-290 de Alegrete em direção a Uruguaiana, após 39 km junção com a RS-183, dobrar ? esquerda (sul) na RS-183, após 43.3 km há uma bifurcação, dobrar ? direita (oeste) em direção a Quaraí, após 17.3 km lagedos rasos em ambos os lados da estrada.",-56.144444,-30.139444,
PreservedSpecimen,Brasil,Rio Grande do Sul,946,UEFS,HUEFS,104889,Frailea pumila,2005,11,13,"Machado, M.",562,,Quaraí,"BR-290 de Alegrete em direção a Uruguaiana, após 39 km junção com a RS-183, dobrar ? esquerda (sul) na RS-183, após 27.6 km lagedos rasos ? esquerda (leste) da estrada.",-56.047778,-30.048889,
PreservedSpecimen,Brasil,Rio Grande do Sul,947,UEFS,HUEFS,104902,Frailea pumila,2005,11,15,"Machado, M.",576,,Unistalda,"ca. 4 km de Unistalda em direção a Santiago na BR-287, afloramentos de rochas ígneas ? esquerda da estrada.",-55.105833,-29.115556,
PreservedSpecimen,Brasil,Rio Grande do Sul,948,UEFS,HUEFS,104917,Frailea pumila,2005,11,12,"Machado, M.",591,,,,-56.096111,-30.086111,
PreservedSpecimen,Brasil,Rio Grande do Sul,949,UEFS,HUEFS,105022,Frailea pumila,2005,12,6,"Machado, M.",696,,Santana do Livramento,"BR-293 de Santana do Livramento em direção a Quaraí, 1.5 km da entrada leste de Santana do Livramento (ca. 2.2 km a leste da entrada oeste de Santana do Livramento), dobra-se ? direita (norte) em estrada de terra, após 1 km dobra-se ? direita em bifurcaç",-55.529444,-30.523611,
PreservedSpecimen,Brasil,Rio Grande do Sul,950,UEFS,HUEFS,105026,Frailea pumila,2005,12,6,"Machado, M.",700,,Santana do Livramento,"BR-293 de Santana do Livramento em direção a Quaraí, 1.5 km da entrada leste de Santana do Livramento (ca. 2.2 km a leste da entrada oeste de Santana do Livramento), dobra-se ? direita (norte) em estrada de terra, após 1 km dobra-se ? direita em bifurcaç",-55.528333,-30.526389,
PreservedSpecimen,Brasil,Rio Grande do Sul,951,UEFS,HUEFS,104837,Frailea pygmaea,2005,11,5,"Machado, M.",510,,Caçapava do Sul,"4.4 km contados a partir do início do asfalto na rodovia RS-357 de Caçapava do Sul em direção a Lavras do Sul, vira-se ? direita em estrada de terra em direção ? Pedra do Segredo. Após 5 km é a entrada para a Pedra do Segredo #?# seguir em diante. Depois d",-53.610556,-30.610833,
PreservedSpecimen,Brasil,Rio Grande do Sul,952,UEFS,HUEFS,104840,Frailea pygmaea,2005,11,5,"Machado, M.",513,,Caçapava do Sul,"4.4 km contados a partir do início do asfalto na rodovia RS-357 de Caçapava do Sul em direção a Lavras do Sul, vira-se ? direita em estrada de terra em direção ? Pedra do Segredo. Após 5 km é a entrada para a Pedra do Segredo #?# seguir em diante. Após cer",-53.575278,-30.579444,
PreservedSpecimen,Brasil,Rio Grande do Sul,953,UEFS,HUEFS,104854,Frailea pygmaea,2005,11,7,"Machado, M.",527,,Candiota,"cerca de 46.5 km na leste do entroncamento da BR-153 com a BR-293, na BR-293 (cerca de 33.2 km após a entrada de Hulha Negra). Ponte sobre o Arroio Candiotinha. Morro com solo cascalhoso e afloramentos de granito, ao norte da estrada.",-53.568611,-31.580278,
PreservedSpecimen,Brasil,Rio Grande do Sul,954,UEFS,HUEFS,104864,Frailea pygmaea,2005,11,9,"Machado, M.",537,,Lavras do Sul,"cerca de 10 km de Lavras do Sul na estrada de terra para Ibaré (passa duas bifurcações, manter sempre ? esquerda). Rochas ígneas metamórficas ao sul da estrada.",-53.946667,-30.933611,
PreservedSpecimen,Brasil,Rio Grande do Sul,955,UEFS,HUEFS,104872,Frailea pygmaea,2005,11,10,"Machado, M.",545,,São Gabriel,"pega-se a RS-630 na entrada de São Gabriel em direção a Santa Brígida, após 27.4 km há uma bifurcação, dobra-se ? esquerda. Após mais 1.1 km há outra bifurcação, dobra-se ? direita. Após mais 6.5 km afloramentos de granito ao oeste da estrada.",-54.410556,-30.400278,
PreservedSpecimen,Brasil,Rio Grande do Sul,956,UEFS,HUEFS,104884,Frailea pygmaea,2005,11,11,"Machado, M.",557,,Santana do Livramento,"BR-293 de Santana do Livramento em direção a Quaraí, ca. 4.2 km da entrada oeste de Santana do Livramento (8.9 km da entrada leste de Santana do Livramento), dobra-se ? esquerda (sul) em estrada para aeroporto, após 4.3 km afloramento rochoso ao lado da",-55.606111,-30.615833,
PreservedSpecimen,Brasil,Rio Grande do Sul,957,UEFS,HUEFS,104885,Frailea pygmaea,2005,11,11,"Machado, M.",558,,Santana do Livramento,"BR-293 de Santana do Livramento em direção a Quaraí, ca. 3.6 km da entrada oeste de Santana do Livramento (8.3 km da entrada leste de Santana do Livramento), dobra-se ? direita (norte) em estrada para Cerros Verdes, após 7.1 km lagedo ao lado da estrada.",-55.571667,-30.568333,
PreservedSpecimen,Brasil,Rio Grande do Sul,958,UEFS,HUEFS,104949,Frailea pygmaea,2005,11,26,"Machado, M.",623,,Caçapava do Sul,"16.6 km na rodovia RS-357 de Caçapava do Sul em direção a Lavras do Sul, contados a partir do início do asfalto. Dobra-se ? direita em estrada de terra para Santa Bárbara, após 15.3 km afloramento rochoso do lado esquerdo da estrada.",-53.646944,-30.634722,
PreservedSpecimen,Brasil,Rio Grande do Sul,959,UEFS,HUEFS,105001,Frailea pygmaea,2005,12,3,"Machado, M.",675,,São Gabriel,"pega-se a RS-630 na entrada de São Gabriel em direção a Santa Brígida, após 27.4 km há uma bifurcação, dobra-se ? esquerda. Após mais 1.1 km há outra bifurcação, dobra-se ? direita. Após mais 10.8 km afloramentos de granito ao leste da estrada.",-54.383056,-30.378611,
PreservedSpecimen,Brasil,Rio Grande do Sul,960,UEFS,HUEFS,105014,Frailea pygmaea,2005,12,5,"Machado, M.",688,,Santana do Livramento,"BR-293 de Santana do Livramento em direção a Quaraí, ca. 3.6 km da entrada oeste de Santana do Livramento (8.3 km da entrada leste de Santana do Livramento), dobra-se ? direita (norte) em estrada para Cerros Verdes, após 19.4 km afloramento rochoso ao la",-55.518333,-30.530556,
PreservedSpecimen,Brasil,Rio Grande do Sul,961,UEFS,HUEFS,105015,Frailea pygmaea,2005,12,5,"Machado, M.",689,,Santana do Livramento,"BR-293 de Santana do Livramento em direção a Quaraí, ca. 3.6 km da entrada oeste de Santana do Livramento (8.3 km da entrada leste de Santana do Livramento), dobra-se ? direita (norte) em estrada para Cerros Verdes, após 22.8 km afloramento rochoso ao la",-55.528889,-30.530278,
PreservedSpecimen,Brasil,Rio Grande do Sul,962,UEFS,HUEFS,105028,Frailea pygmaea,2005,12,6,"Machado, M.",702,,Santana do Livramento,"BR-293 de Santana do Livramento em direção a Quaraí, ca. 3.8 km da entrada oeste de Santana do Livramento (7.5 km da entrada leste de Santana do Livramento), km 344 da BR-293, afloramento de granito, corte da estrada.",-55.570556,-30.572778,
PreservedSpecimen,Brasil,Rio Grande do Sul,963,UEFS,HUEFS,105032,Frailea pygmaea,2005,12,6,"Machado, M.",706,,Santana do Livramento,"BR-293 de Santana do Livramento em direção a Quaraí, ca. 19.6 km da entrada oeste de Santana do Livramento (24.3 km da entrada leste de Santana do Livramento), afloramentos de granito ao norte da estrada.",-55.693611,-30.6925,
PreservedSpecimen,Brasil,Rio Grande do Sul,964,UEFS,HUEFS,105038,Frailea pygmaea,2005,12,6,"Machado, M.",712,,Quaraí,"10.3 km ao norte de Quaraí na estrada para Passo da Guarda, afloramentos rochosos ao oeste da estrada.",-56.333056,-30.329167,
PreservedSpecimen,Brasil,Rio Grande do Sul,965,UEFS,HUEFS,105042,Frailea pygmaea,2005,12,7,"Machado, M.",716,,Santana do Livramento,"BR-293 de Santana do Livramento em direção a Quaraí, ca. 30.9 km da entrada oeste de Santana do Livramento (35.6 km da entrada leste de Santana do Livramento), dobra-se ? direita (norte) na estrada RS-183 para Passo da Guarda e Harmonia, após 6.1 km aflo",-55.823056,-30.830833,
PreservedSpecimen,Brasil,Rio Grande do Sul,966,UEFS,HUEFS,135216,Frailea pygmaea,2003,11,10,"Machado, M.",872,,Santana da Boa Vista,"At Santana da Boa Vista take the raod going ti the southeast, towards Campinas and Rincão do Inferno. After 3.1Km take left at fork. After 5Km take left at forkjust after passing a cemetery. After 10.1Km take right at fork just after passing a bridge. Af",-52.9275,-30.927222,
PreservedSpecimen,Brasil,Bahia,967,UEFS,HUEFS,157863,Pereskia bahiensis,2009,12,15,"Melo, E.",7511,,Barra do Mendes,Estrada para Canarina: localidade Carretão.,-42.054722,-11.059167,"Arbusto espinescente. Folhas semi-crassas, concolores. Frutos verdes."
PreservedSpecimen,Brasil,Bahia,968,UEFS,HUEFS,157898,Pereskia bahiensis,2009,12,16,"Melo, E.",7546,,Barra do Mendes,Ca. 10 Km na estrada de terra para Seabra.,-42.048056,-11.044722,Arbusto 2-3 ma lt. Frutos verdes. Utilizada como cerca viva.
PreservedSpecimen,Brasil,Bahia,969,UEFS,HUEFS,6963,Tacinga inamoena,1986,11,19,"Queiroz, L.P.de",1264,,Morro do Chapéu,,-41.133333,-11.133333,
PreservedSpecimen,Brasil,Minas Gerais,970,UEFS,HUEFS,246508,Cereus jamacaru,2015,10,12,"Martinelli, G.",18838,,São Gonçalo do Rio Preto,"Parque Estadual do Rio Preto, Vale das Estrelas.",-43.379167,-18.380556,
PreservedSpecimen,Brasil,Espírito Santo,971,UEFS,HUEFS,176674,Coleocephalocereus fluminensis,2011,5,30,"Queiroz, L.P.de",15304,,Teófilo Otoni,"42 Km E de Teófilo Otoni na rodovia Br-418, 15 km a leste do entroncamento para Pedro Versiani.",-41.191667,-17.195833,
PreservedSpecimen,Brasil,Minas Gerais,972,UEFS,HUEFS,107355,Arrojadoa eriocaulis,2006,1,12,"Machado, M.",762,,Grão Mogol,"alguns kilômetros na estrada saindo da cidade em direção ? BR-251, tabuleiro arenoso ao norte da estrada",-42.938611,-16.940556,"cacto com ramos de 20 a 50cm em comprimento e 1cm de largura, ramificando a partir da base, aréolas com tricomas esbranquiçados, ápice dos ramos desenvolvendo cefálio terminal com recorrência de crescimento vegetativo; presença de caules tuberosos de ar"
PreservedSpecimen,Brasil,Minas Gerais,973,UEFS,HUEFS,107356,Discocactus pseudoinsignis,2006,1,12,"Machado, M.",764,,Grão Mogol,"alguns kilômetros na estrada saindo da cidade em direção ? BR-251, tabuleiro arenoso ao norte da estrada",-42.938611,-16.940556,"Cacto de caule discóide-achatado, não ramificado, de coloração verde; epiderme glauca; costelas inteiras, não divididas em tubérculos; ápice do caule formando cefálio terminal composto de espinhos, cerdas e tricomas; aréolas com espinhos fortes, de colo"
PreservedSpecimen,Brasil,Minas Gerais,974,UEFS,HUEFS,107352,Discocactus placentiformis,2006,1,11,"Machado, M.",759,,Grão Mogol,"ca. 28.5km a leste do entroncamento da BR-251 com a estrada para Riacho dos Machados, próximo a torre de telecomunicações",-42.871389,-16.866944,"Cacto de caule discóide-achatado, não ramificado, de coloração verde; epiderme cerosa, brilhante; costelas mais ou menos divididas em tubérculos; ápice do caule formando cefálio terminal composto de espinhos, cerdas e tricomas; aréolas com espinhos fort"
PreservedSpecimen,Brasil,Bahia,975,UEFS,HUEFS,50747,Cereus jamacaru,2000,3,1,"Cavalcanti, G.",31,,Pilão Arcado,,-42.383333,-9.383333,
PreservedSpecimen,Brasil,Minas Gerais,976,UEFS,HUEFS,165350,Arrojadoa dinae,2010,10,27,"Queiroz, L.P.de",14967,,Monte Azul,Ca. 20 Km SE de Monte Azul.,-42.811944,-15.807222,"Cacho colunar, 20-40 cm alt., crescendo em fendas estreitas entre rochas. Flores com perianto rosa-choque, lobos brancos."
PreservedSpecimen,Brasil,Minas Gerais,977,UEFS,HUEFS,107351,Arrojadoa rhodantha,2006,1,11,"Machado, M.",758,,Mato Verde,"ca. 9km a leste de Mato Verde na estrada para Santo Antônio do Retiro, afloramentos de granito ao norte da estrada",-42.804167,-15.805556,"Pequeno arbusto de ca. 1m de altura, ramificado, ramos de ca. 4cm de largura, desenvolvendo cefálio terminal com recorrência de crescimento vegetativo; aréolas com espinhos amarelados. Flores nascidas no cefálio, diurnas, tubulares, de cor rosa; frutos"
PreservedSpecimen,Brasil,Minas Gerais,978,UEFS,HUEFS,226072,Micranthocereus albicephalus,2017,1,22,"Fantinati, M.R.",179,,Monte Azul,Serra de Montevidéu.,-42.801944,-15.808611,"Cacto colunar 0,8-1,3 m. Espinhos ferrugíneos na base e dourados no ápice. Cefálio lateral com hipertricomia. Tricomas alvos a acinzentados."
PreservedSpecimen,Brasil,Minas Gerais,979,UEFS,HUEFS,226071,Cipocereus pusilliflorus,2017,1,21,"Fantinati, M.R.",178,,Monte Azul,Serra de Montevidéu.,-42.801944,-15.808611,"Cacto colunar sem ramificações, com constrições, ca. 50 cm. Espinhos marrom claros na base e levemente dourado no ápice. Segmentos externos do perianto magenta e segmentos internos alvos. Fruto magenta com perianto enegrecido persistente."
PreservedSpecimen,Brasil,Bahia,980,UEFS,HUEFS,103937,Arrojadoa penicillata,2005,12,9,"Conceição, A.A.",1536,,Pilão Arcado,Caminho para Brejo do Zacarias(Brejinho).,-42.799722,-10.799722,Cactos 50 cm alt. Frutos vermelhos.
PreservedSpecimen,Brasil,Bahia,981,UEFS,HUEFS,60592,Tacinga werneri,2002,6,15,"Queiroz, L.P.de",7072,,Livramento do Brumado,"Ca. 6 km W da estrada Livramento para Brumado, entrando ca. 13,4 Km S de Livramento.",-41.834444,-13.838056,Cacto ereto ca. 50 cm de altura. Flores com ovário verde e tépalas vermelho-alaranjadas. Cladódio verde-claro.
PreservedSpecimen,Brasil,Bahia,982,UEFS,HUEFS,59663,Rhipsalis cereuscula,2002,4,23,"Souza, E.R.de",205,,Maracás,"Ca. 6-8 km da cidade, na estrada do Cruzeiro.",-40.365,-13.363333,Epífita sobre árvores até 2 m de altura. Cladódio verde-claro. Estéril.
PreservedSpecimen,Brasil,Rio Grande do Sul,983,UEFS,HUEFS,104881,Notocactus ritterianus,2005,11,10,"Machado, M.",554,,Dom Pedrito,ca. 23 km ao norte de Dom Pedrito na RS-630 em direção a São Gabriel.,-54.521944,-30.524167,
